LECROYWS3034z,45662,Waveform
Segments,1,SegmentSize,40002
Segment,TrigTime,TimeSinceSegment1
#1,31-Jan-2020 15:58:33,0                 
Time,Ampl
-9.917102e-006,-1.6025
-9.916852e-006,-1.6025
-9.916602e-006,-1.60583
-9.916352e-006,-1.6025
-9.916102e-006,-1.6025
-9.915852e-006,-1.6025
-9.915602e-006,-1.60583
-9.915352e-006,-1.6025
-9.915102e-006,-1.6025
-9.914852e-006,-1.6025
-9.914602e-006,-1.60583
-9.914352e-006,-1.6025
-9.914102e-006,-1.6025
-9.913852e-006,-1.6025
-9.913602e-006,-1.60583
-9.913352e-006,-1.6025
-9.913102e-006,-1.60583
-9.912852e-006,-1.6025
-9.912602e-006,-1.60583
-9.912352e-006,-1.6025
-9.912102e-006,-1.6025
-9.911852e-006,-1.6025
-9.911602e-006,-1.60583
-9.911352e-006,-1.6025
-9.911102e-006,-1.6025
-9.910852e-006,-1.6025
-9.910602e-006,-1.60583
-9.910352e-006,-1.6025
-9.910102e-006,-1.6025
-9.909852e-006,-1.6025
-9.909602e-006,-1.60583
-9.909352e-006,-1.6025
-9.909102e-006,-1.6025
-9.908852e-006,-1.6025
-9.908602e-006,-1.60583
-9.908352e-006,-1.6025
-9.908102e-006,-1.6025
-9.907852e-006,-1.6025
-9.907602e-006,-1.6025
-9.907352e-006,-1.6025
-9.907102e-006,-1.6025
-9.906852e-006,-1.6025
-9.906602e-006,-1.60583
-9.906352e-006,-1.6025
-9.906102e-006,-1.6025
-9.905852e-006,-1.6025
-9.905602e-006,-1.60583
-9.905352e-006,-1.6025
-9.905102e-006,-1.6025
-9.904852e-006,-1.6025
-9.904602e-006,-1.60583
-9.904352e-006,-1.6025
-9.904102e-006,-1.6025
-9.903852e-006,-1.6025
-9.903602e-006,-1.6025
-9.903352e-006,-1.6025
-9.903102e-006,-1.6025
-9.902852e-006,-1.6025
-9.902602e-006,-1.60583
-9.902352e-006,-1.6025
-9.902102e-006,-1.6025
-9.901852e-006,-1.6025
-9.901602e-006,-1.60583
-9.901352e-006,-1.6025
-9.901102e-006,-1.6025
-9.900852e-006,-1.6025
-9.900602e-006,-1.60583
-9.900352e-006,-1.6025
-9.900102e-006,-1.6025
-9.899852e-006,-1.6025
-9.899602e-006,-1.60583
-9.899352e-006,-1.6025
-9.899102e-006,-1.6025
-9.898852e-006,-1.6025
-9.898602e-006,-1.60583
-9.898352e-006,-1.6025
-9.898102e-006,-1.6025
-9.897852e-006,-1.6025
-9.897602e-006,-1.60583
-9.897352e-006,-1.6025
-9.897102e-006,-1.6025
-9.896852e-006,-1.6025
-9.896602e-006,-1.60583
-9.896352e-006,-1.6025
-9.896102e-006,-1.6025
-9.895852e-006,-1.6025
-9.895602e-006,-1.6025
-9.895352e-006,-1.6025
-9.895102e-006,-1.6025
-9.894852e-006,-1.6025
-9.894602e-006,-1.6025
-9.894352e-006,-1.6025
-9.894102e-006,-1.6025
-9.893852e-006,-1.6025
-9.893602e-006,-1.6025
-9.893352e-006,-1.6025
-9.893102e-006,-1.60583
-9.892852e-006,-1.6025
-9.892602e-006,-1.6025
-9.892352e-006,-1.6025
-9.892102e-006,-1.6025
-9.891852e-006,-1.6025
-9.891602e-006,-1.60583
-9.891352e-006,-1.6025
-9.891102e-006,-1.6025
-9.890852e-006,-1.6025
-9.890602e-006,-1.6025
-9.890352e-006,-1.6025
-9.890102e-006,-1.6025
-9.889852e-006,-1.6025
-9.889602e-006,-1.6025
-9.889352e-006,-1.6025
-9.889102e-006,-1.6025
-9.888852e-006,-1.60583
-9.888602e-006,-1.60583
-9.888352e-006,-1.6025
-9.888102e-006,-1.6025
-9.887852e-006,-1.6025
-9.887602e-006,-1.60583
-9.887352e-006,-1.6025
-9.887102e-006,-1.6025
-9.886852e-006,-1.6025
-9.886602e-006,-1.60583
-9.886352e-006,-1.6025
-9.886102e-006,-1.6025
-9.885852e-006,-1.6025
-9.885602e-006,-1.60583
-9.885352e-006,-1.6025
-9.885102e-006,-1.6025
-9.884852e-006,-1.6025
-9.884602e-006,-1.6025
-9.884352e-006,-1.6025
-9.884102e-006,-1.6025
-9.883852e-006,-1.6025
-9.883602e-006,-1.6025
-9.883352e-006,-1.6025
-9.883102e-006,-1.6025
-9.882852e-006,-1.6025
-9.882602e-006,-1.60583
-9.882352e-006,-1.6025
-9.882102e-006,-1.6025
-9.881852e-006,-1.6025
-9.881602e-006,-1.6025
-9.881352e-006,-1.6025
-9.881102e-006,-1.6025
-9.880852e-006,-1.6025
-9.880602e-006,-1.6025
-9.880352e-006,-1.6025
-9.880102e-006,-1.6025
-9.879852e-006,-1.6025
-9.879602e-006,-1.6025
-9.879352e-006,-1.6025
-9.879102e-006,-1.6025
-9.878852e-006,-1.6025
-9.878602e-006,-1.60583
-9.878352e-006,-1.6025
-9.878102e-006,-1.6025
-9.877852e-006,-1.6025
-9.877602e-006,-1.60583
-9.877352e-006,-1.6025
-9.877102e-006,-1.6025
-9.876852e-006,-1.6025
-9.876602e-006,-1.6025
-9.876352e-006,-1.6025
-9.876102e-006,-1.6025
-9.875852e-006,-1.6025
-9.875602e-006,-1.6025
-9.875352e-006,-1.6025
-9.875102e-006,-1.6025
-9.874852e-006,-1.6025
-9.874602e-006,-1.6025
-9.874352e-006,-1.6025
-9.874102e-006,-1.6025
-9.873852e-006,-1.6025
-9.873602e-006,-1.6025
-9.873352e-006,-1.6025
-9.873102e-006,-1.6025
-9.872852e-006,-1.6025
-9.872602e-006,-1.6025
-9.872352e-006,-1.6025
-9.872102e-006,-1.6025
-9.871852e-006,-1.6025
-9.871602e-006,-1.6025
-9.871352e-006,-1.6025
-9.871102e-006,-1.6025
-9.870852e-006,-1.6025
-9.870602e-006,-1.6025
-9.870352e-006,-1.6025
-9.870102e-006,-1.6025
-9.869852e-006,-1.6025
-9.869602e-006,-1.6025
-9.869352e-006,-1.6025
-9.869102e-006,-1.60583
-9.868852e-006,-1.6025
-9.868602e-006,-1.6025
-9.868352e-006,-1.6025
-9.868102e-006,-1.6025
-9.867852e-006,-1.6025
-9.867602e-006,-1.60583
-9.867352e-006,-1.6025
-9.867102e-006,-1.6025
-9.866852e-006,-1.6025
-9.866602e-006,-1.60583
-9.866352e-006,-1.6025
-9.866102e-006,-1.6025
-9.865852e-006,-1.6025
-9.865602e-006,-1.60583
-9.865352e-006,-1.6025
-9.865102e-006,-1.6025
-9.864852e-006,-1.6025
-9.864602e-006,-1.60583
-9.864352e-006,-1.6025
-9.864102e-006,-1.6025
-9.863852e-006,-1.6025
-9.863602e-006,-1.60583
-9.863352e-006,-1.6025
-9.863102e-006,-1.60583
-9.862852e-006,-1.6025
-9.862602e-006,-1.60583
-9.862352e-006,-1.6025
-9.862102e-006,-1.60583
-9.861852e-006,-1.6025
-9.861602e-006,-1.60583
-9.861352e-006,-1.6025
-9.861102e-006,-1.6025
-9.860852e-006,-1.6025
-9.860602e-006,-1.6025
-9.860352e-006,-1.6025
-9.860102e-006,-1.6025
-9.859852e-006,-1.6025
-9.859602e-006,-1.60583
-9.859352e-006,-1.6025
-9.859102e-006,-1.6025
-9.858852e-006,-1.6025
-9.858602e-006,-1.60583
-9.858352e-006,-1.6025
-9.858102e-006,-1.6025
-9.857852e-006,-1.6025
-9.857602e-006,-1.60583
-9.857352e-006,-1.6025
-9.857102e-006,-1.6025
-9.856852e-006,-1.6025
-9.856602e-006,-1.60583
-9.856352e-006,-1.6025
-9.856102e-006,-1.6025
-9.855852e-006,-1.6025
-9.855602e-006,-1.6025
-9.855352e-006,-1.6025
-9.855102e-006,-1.6025
-9.854852e-006,-1.6025
-9.854602e-006,-1.6025
-9.854352e-006,-1.6025
-9.854102e-006,-1.6025
-9.853852e-006,-1.6025
-9.853602e-006,-1.6025
-9.853352e-006,-1.6025
-9.853102e-006,-1.6025
-9.852852e-006,-1.6025
-9.852602e-006,-1.6025
-9.852352e-006,-1.6025
-9.852102e-006,-1.6025
-9.851852e-006,-1.6025
-9.851602e-006,-1.60583
-9.851352e-006,-1.6025
-9.851102e-006,-1.60583
-9.850852e-006,-1.6025
-9.850602e-006,-1.60583
-9.850352e-006,-1.6025
-9.850102e-006,-1.6025
-9.849852e-006,-1.6025
-9.849602e-006,-1.60583
-9.849352e-006,-1.6025
-9.849102e-006,-1.6025
-9.848852e-006,-1.6025
-9.848602e-006,-1.60583
-9.848352e-006,-1.6025
-9.848102e-006,-1.6025
-9.847852e-006,-1.6025
-9.847602e-006,-1.60583
-9.847352e-006,-1.6025
-9.847102e-006,-1.6025
-9.846852e-006,-1.6025
-9.846602e-006,-1.60583
-9.846352e-006,-1.6025
-9.846102e-006,-1.6025
-9.845852e-006,-1.6025
-9.845602e-006,-1.6025
-9.845352e-006,-1.6025
-9.845102e-006,-1.6025
-9.844852e-006,-1.6025
-9.844602e-006,-1.6025
-9.844352e-006,-1.6025
-9.844102e-006,-1.6025
-9.843852e-006,-1.6025
-9.843602e-006,-1.6025
-9.843352e-006,-1.6025
-9.843102e-006,-1.6025
-9.842852e-006,-1.6025
-9.842602e-006,-1.6025
-9.842352e-006,-1.6025
-9.842102e-006,-1.6025
-9.841852e-006,-1.6025
-9.841602e-006,-1.6025
-9.841352e-006,-1.6025
-9.841102e-006,-1.6025
-9.840852e-006,-1.6025
-9.840602e-006,-1.6025
-9.840352e-006,-1.6025
-9.840102e-006,-1.6025
-9.839852e-006,-1.6025
-9.839602e-006,-1.6025
-9.839352e-006,-1.6025
-9.839102e-006,-1.6025
-9.838852e-006,-1.6025
-9.838602e-006,-1.6025
-9.838352e-006,-1.6025
-9.838102e-006,-1.6025
-9.837852e-006,-1.6025
-9.837602e-006,-1.6025
-9.837352e-006,-1.6025
-9.837102e-006,-1.6025
-9.836852e-006,-1.6025
-9.836602e-006,-1.6025
-9.836352e-006,-1.6025
-9.836102e-006,-1.6025
-9.835852e-006,-1.6025
-9.835602e-006,-1.6025
-9.835352e-006,-1.6025
-9.835102e-006,-1.6025
-9.834852e-006,-1.6025
-9.834602e-006,-1.6025
-9.834352e-006,-1.6025
-9.834102e-006,-1.6025
-9.833852e-006,-1.6025
-9.833602e-006,-1.6025
-9.833352e-006,-1.6025
-9.833102e-006,-1.6025
-9.832852e-006,-1.6025
-9.832602e-006,-1.6025
-9.832352e-006,-1.6025
-9.832102e-006,-1.6025
-9.831852e-006,-1.6025
-9.831602e-006,-1.6025
-9.831352e-006,-1.6025
-9.831102e-006,-1.6025
-9.830852e-006,-1.6025
-9.830602e-006,-1.6025
-9.830352e-006,-1.6025
-9.830102e-006,-1.6025
-9.829852e-006,-1.6025
-9.829602e-006,-1.6025
-9.829352e-006,-1.6025
-9.829102e-006,-1.6025
-9.828852e-006,-1.6025
-9.828602e-006,-1.6025
-9.828352e-006,-1.6025
-9.828102e-006,-1.6025
-9.827852e-006,-1.6025
-9.827602e-006,-1.6025
-9.827352e-006,-1.6025
-9.827102e-006,-1.6025
-9.826852e-006,-1.6025
-9.826602e-006,-1.60583
-9.826352e-006,-1.6025
-9.826102e-006,-1.6025
-9.825852e-006,-1.6025
-9.825602e-006,-1.60583
-9.825352e-006,-1.6025
-9.825102e-006,-1.6025
-9.824852e-006,-1.6025
-9.824602e-006,-1.60583
-9.824352e-006,-1.6025
-9.824102e-006,-1.6025
-9.823852e-006,-1.6025
-9.823602e-006,-1.60583
-9.823352e-006,-1.6025
-9.823102e-006,-1.6025
-9.822852e-006,-1.6025
-9.822602e-006,-1.60583
-9.822352e-006,-1.6025
-9.822102e-006,-1.6025
-9.821852e-006,-1.60583
-9.821602e-006,-1.60583
-9.821352e-006,-1.6025
-9.821102e-006,-1.6025
-9.820852e-006,-1.60583
-9.820602e-006,-1.60583
-9.820352e-006,-1.6025
-9.820102e-006,-1.60583
-9.819852e-006,-1.60583
-9.819602e-006,-1.60583
-9.819352e-006,-1.6025
-9.819102e-006,-1.6025
-9.818852e-006,-1.6025
-9.818602e-006,-1.60583
-9.818352e-006,-1.6025
-9.818102e-006,-1.6025
-9.817852e-006,-1.6025
-9.817602e-006,-1.6025
-9.817352e-006,-1.6025
-9.817102e-006,-1.6025
-9.816852e-006,-1.6025
-9.816602e-006,-1.6025
-9.816352e-006,-1.6025
-9.816102e-006,-1.6025
-9.815852e-006,-1.6025
-9.815602e-006,-1.6025
-9.815352e-006,-1.6025
-9.815102e-006,-1.6025
-9.814852e-006,-1.6025
-9.814602e-006,-1.6025
-9.814352e-006,-1.6025
-9.814102e-006,-1.60583
-9.813852e-006,-1.6025
-9.813602e-006,-1.6025
-9.813352e-006,-1.6025
-9.813102e-006,-1.60583
-9.812852e-006,-1.6025
-9.812602e-006,-1.6025
-9.812352e-006,-1.6025
-9.812102e-006,-1.60583
-9.811852e-006,-1.6025
-9.811602e-006,-1.6025
-9.811352e-006,-1.6025
-9.811102e-006,-1.60583
-9.810852e-006,-1.6025
-9.810602e-006,-1.60583
-9.810352e-006,-1.6025
-9.810102e-006,-1.6025
-9.809852e-006,-1.6025
-9.809602e-006,-1.60583
-9.809352e-006,-1.6025
-9.809102e-006,-1.6025
-9.808852e-006,-1.6025
-9.808602e-006,-1.6025
-9.808352e-006,-1.6025
-9.808102e-006,-1.6025
-9.807852e-006,-1.60583
-9.807602e-006,-1.6025
-9.807352e-006,-1.6025
-9.807102e-006,-1.6025
-9.806852e-006,-1.60583
-9.806602e-006,-1.60583
-9.806352e-006,-1.6025
-9.806102e-006,-1.6025
-9.805852e-006,-1.6025
-9.805602e-006,-1.60583
-9.805352e-006,-1.6025
-9.805102e-006,-1.6025
-9.804852e-006,-1.6025
-9.804602e-006,-1.60583
-9.804352e-006,-1.6025
-9.804102e-006,-1.6025
-9.803852e-006,-1.6025
-9.803602e-006,-1.6025
-9.803352e-006,-1.6025
-9.803102e-006,-1.6025
-9.802852e-006,-1.6025
-9.802602e-006,-1.60583
-9.802352e-006,-1.6025
-9.802102e-006,-1.6025
-9.801852e-006,-1.6025
-9.801602e-006,-1.60583
-9.801352e-006,-1.6025
-9.801102e-006,-1.6025
-9.800852e-006,-1.6025
-9.800602e-006,-1.60583
-9.800352e-006,-1.6025
-9.800102e-006,-1.6025
-9.799852e-006,-1.6025
-9.799602e-006,-1.60583
-9.799352e-006,-1.6025
-9.799102e-006,-1.6025
-9.798852e-006,-1.6025
-9.798602e-006,-1.6025
-9.798352e-006,-1.6025
-9.798102e-006,-1.6025
-9.797852e-006,-1.6025
-9.797602e-006,-1.6025
-9.797352e-006,-1.6025
-9.797102e-006,-1.6025
-9.796852e-006,-1.6025
-9.796602e-006,-1.6025
-9.796352e-006,-1.6025
-9.796102e-006,-1.6025
-9.795852e-006,-1.6025
-9.795602e-006,-1.60583
-9.795352e-006,-1.6025
-9.795102e-006,-1.6025
-9.794852e-006,-1.6025
-9.794602e-006,-1.60583
-9.794352e-006,-1.6025
-9.794102e-006,-1.6025
-9.793852e-006,-1.6025
-9.793602e-006,-1.60583
-9.793352e-006,-1.6025
-9.793102e-006,-1.6025
-9.792852e-006,-1.6025
-9.792602e-006,-1.60583
-9.792352e-006,-1.6025
-9.792102e-006,-1.6025
-9.791852e-006,-1.6025
-9.791602e-006,-1.60583
-9.791352e-006,-1.6025
-9.791102e-006,-1.6025
-9.790852e-006,-1.6025
-9.790602e-006,-1.60583
-9.790352e-006,-1.6025
-9.790102e-006,-1.6025
-9.789852e-006,-1.6025
-9.789602e-006,-1.60583
-9.789352e-006,-1.6025
-9.789102e-006,-1.60583
-9.788852e-006,-1.6025
-9.788602e-006,-1.60583
-9.788352e-006,-1.6025
-9.788102e-006,-1.6025
-9.787852e-006,-1.6025
-9.787602e-006,-1.60583
-9.787352e-006,-1.6025
-9.787102e-006,-1.6025
-9.786852e-006,-1.6025
-9.786602e-006,-1.60583
-9.786352e-006,-1.6025
-9.786102e-006,-1.6025
-9.785852e-006,-1.6025
-9.785602e-006,-1.60583
-9.785352e-006,-1.6025
-9.785102e-006,-1.6025
-9.784852e-006,-1.6025
-9.784602e-006,-1.60583
-9.784352e-006,-1.6025
-9.784102e-006,-1.60583
-9.783852e-006,-1.6025
-9.783602e-006,-1.60583
-9.783352e-006,-1.6025
-9.783102e-006,-1.60583
-9.782852e-006,-1.6025
-9.782602e-006,-1.60583
-9.782352e-006,-1.6025
-9.782102e-006,-1.60583
-9.781852e-006,-1.6025
-9.781602e-006,-1.60583
-9.781352e-006,-1.6025
-9.781102e-006,-1.60583
-9.780852e-006,-1.6025
-9.780602e-006,-1.60583
-9.780352e-006,-1.6025
-9.780102e-006,-1.60583
-9.779852e-006,-1.6025
-9.779602e-006,-1.60583
-9.779352e-006,-1.6025
-9.779102e-006,-1.6025
-9.778852e-006,-1.6025
-9.778602e-006,-1.60583
-9.778352e-006,-1.6025
-9.778102e-006,-1.60583
-9.777852e-006,-1.6025
-9.777602e-006,-1.60583
-9.777352e-006,-1.6025
-9.777102e-006,-1.60583
-9.776852e-006,-1.6025
-9.776602e-006,-1.60583
-9.776352e-006,-1.6025
-9.776102e-006,-1.60583
-9.775852e-006,-1.6025
-9.775602e-006,-1.60583
-9.775352e-006,-1.6025
-9.775102e-006,-1.60583
-9.774852e-006,-1.6025
-9.774602e-006,-1.60583
-9.774352e-006,-1.6025
-9.774102e-006,-1.60583
-9.773852e-006,-1.6025
-9.773602e-006,-1.60583
-9.773352e-006,-1.6025
-9.773102e-006,-1.60583
-9.772852e-006,-1.6025
-9.772602e-006,-1.60583
-9.772352e-006,-1.6025
-9.772102e-006,-1.60583
-9.771852e-006,-1.6025
-9.771602e-006,-1.60583
-9.771352e-006,-1.6025
-9.771102e-006,-1.60583
-9.770852e-006,-1.6025
-9.770602e-006,-1.60583
-9.770352e-006,-1.6025
-9.770102e-006,-1.6025
-9.769852e-006,-1.6025
-9.769602e-006,-1.60583
-9.769352e-006,-1.6025
-9.769102e-006,-1.6025
-9.768852e-006,-1.6025
-9.768602e-006,-1.60583
-9.768352e-006,-1.6025
-9.768102e-006,-1.6025
-9.767852e-006,-1.6025
-9.767602e-006,-1.60583
-9.767352e-006,-1.6025
-9.767102e-006,-1.6025
-9.766852e-006,-1.6025
-9.766602e-006,-1.60583
-9.766352e-006,-1.6025
-9.766102e-006,-1.6025
-9.765852e-006,-1.6025
-9.765602e-006,-1.60583
-9.765352e-006,-1.6025
-9.765102e-006,-1.6025
-9.764852e-006,-1.6025
-9.764602e-006,-1.60583
-9.764352e-006,-1.6025
-9.764102e-006,-1.6025
-9.763852e-006,-1.6025
-9.763602e-006,-1.60583
-9.763352e-006,-1.6025
-9.763102e-006,-1.6025
-9.762852e-006,-1.6025
-9.762602e-006,-1.60583
-9.762352e-006,-1.6025
-9.762102e-006,-1.6025
-9.761852e-006,-1.6025
-9.761602e-006,-1.60583
-9.761352e-006,-1.6025
-9.761102e-006,-1.6025
-9.760852e-006,-1.6025
-9.760602e-006,-1.60583
-9.760352e-006,-1.6025
-9.760102e-006,-1.6025
-9.759852e-006,-1.6025
-9.759602e-006,-1.60583
-9.759352e-006,-1.6025
-9.759102e-006,-1.6025
-9.758852e-006,-1.6025
-9.758602e-006,-1.60583
-9.758352e-006,-1.6025
-9.758102e-006,-1.6025
-9.757852e-006,-1.6025
-9.757602e-006,-1.60583
-9.757352e-006,-1.6025
-9.757102e-006,-1.6025
-9.756852e-006,-1.6025
-9.756602e-006,-1.60583
-9.756352e-006,-1.6025
-9.756102e-006,-1.6025
-9.755852e-006,-1.6025
-9.755602e-006,-1.60583
-9.755352e-006,-1.6025
-9.755102e-006,-1.6025
-9.754852e-006,-1.6025
-9.754602e-006,-1.60583
-9.754352e-006,-1.6025
-9.754102e-006,-1.6025
-9.753852e-006,-1.6025
-9.753602e-006,-1.60583
-9.753352e-006,-1.6025
-9.753102e-006,-1.6025
-9.752852e-006,-1.6025
-9.752602e-006,-1.60583
-9.752352e-006,-1.6025
-9.752102e-006,-1.6025
-9.751852e-006,-1.6025
-9.751602e-006,-1.60583
-9.751352e-006,-1.6025
-9.751102e-006,-1.6025
-9.750852e-006,-1.6025
-9.750602e-006,-1.60583
-9.750352e-006,-1.6025
-9.750102e-006,-1.6025
-9.749852e-006,-1.6025
-9.749602e-006,-1.60583
-9.749352e-006,-1.6025
-9.749102e-006,-1.6025
-9.748852e-006,-1.6025
-9.748602e-006,-1.60583
-9.748352e-006,-1.6025
-9.748102e-006,-1.6025
-9.747852e-006,-1.6025
-9.747602e-006,-1.60583
-9.747352e-006,-1.6025
-9.747102e-006,-1.6025
-9.746852e-006,-1.6025
-9.746602e-006,-1.60583
-9.746352e-006,-1.6025
-9.746102e-006,-1.60583
-9.745852e-006,-1.6025
-9.745602e-006,-1.60583
-9.745352e-006,-1.6025
-9.745102e-006,-1.60583
-9.744852e-006,-1.6025
-9.744602e-006,-1.60583
-9.744352e-006,-1.6025
-9.744102e-006,-1.60583
-9.743852e-006,-1.6025
-9.743602e-006,-1.60583
-9.743352e-006,-1.6025
-9.743102e-006,-1.6025
-9.742852e-006,-1.6025
-9.742602e-006,-1.6025
-9.742352e-006,-1.6025
-9.742102e-006,-1.6025
-9.741852e-006,-1.6025
-9.741602e-006,-1.6025
-9.741352e-006,-1.6025
-9.741102e-006,-1.6025
-9.740852e-006,-1.6025
-9.740602e-006,-1.6025
-9.740352e-006,-1.6025
-9.740102e-006,-1.6025
-9.739852e-006,-1.6025
-9.739602e-006,-1.60583
-9.739352e-006,-1.6025
-9.739102e-006,-1.6025
-9.738852e-006,-1.6025
-9.738602e-006,-1.60583
-9.738352e-006,-1.6025
-9.738102e-006,-1.6025
-9.737852e-006,-1.6025
-9.737602e-006,-1.60583
-9.737352e-006,-1.6025
-9.737102e-006,-1.6025
-9.736852e-006,-1.6025
-9.736602e-006,-1.60583
-9.736352e-006,-1.6025
-9.736102e-006,-1.6025
-9.735852e-006,-1.6025
-9.735602e-006,-1.60583
-9.735352e-006,-1.6025
-9.735102e-006,-1.6025
-9.734852e-006,-1.6025
-9.734602e-006,-1.60583
-9.734352e-006,-1.6025
-9.734102e-006,-1.6025
-9.733852e-006,-1.6025
-9.733602e-006,-1.60583
-9.733352e-006,-1.6025
-9.733102e-006,-1.6025
-9.732852e-006,-1.6025
-9.732602e-006,-1.60583
-9.732352e-006,-1.6025
-9.732102e-006,-1.6025
-9.731852e-006,-1.6025
-9.731602e-006,-1.60583
-9.731352e-006,-1.6025
-9.731102e-006,-1.6025
-9.730852e-006,-1.6025
-9.730602e-006,-1.60583
-9.730352e-006,-1.6025
-9.730102e-006,-1.6025
